23.3273;-14.6393
-44.3439;56.8501
53.8299;93.4197
33.7668;-4.49257
-59.173;16.4154
60.4794;-92.2957
48.1752;-27.4036
-54.8376;-9.39561
-5.42633;51.6941
12.6138;-11.1641
77.5362;-60.5587
-89.0024;-22.5423
-94.272;21.01
-96.2498;-73.2638
87.9697;19.7161
98.6863;58.8459
99.6722;-73.8731
66.641;8.30139
89.7342;58.8129
-80.5856;-3.43713
17.762;-5.0969
43.475;61.0603
82.2657;80.6394
-98.8666;-25.2011
-9.58789;-76.7689
-44.6808;-64.1657
86.5822;1.38134
-97.1777;47.7976
63.4224;-39.3982
-36.0802;12.5278
11.204;90.4654
20.0974;-61.7965
4.94936;95.4851
81.5164;71.5192
-88.9208;-86.7598
32.5318;-11.1689
-40.4791;17.7431
-33.6485;96.971
72.0783;-72.2642
15.5914;-24.7855
-32.0866;43.6296
-78.9091;10.3517
90.7185;54.5254
-56.8574;26.9543
45.8817;77.3862
25.9687;63.4479
27.9533;17.3971
8.43392;-39.653
68.5054;-42.5551
-20.1057;-45.0942
-0.890589;-31.7327
-32.2601;-72.9785
-93.2909;-7.46468
15.2689;-82.3764
-23.0915;-75.6291
-28.0333;-52.9748
78.243;-4.95221
-12.6572;8.52279
-62.5637;-34.3706
11.3615;-42.9432
41.5926;11.1455
18.5343;-26.5136
86.1929;-49.1378
96.096;90.9333
48.1647;81.7574
-46.3508;-37.9234
-78.1634;5.65654
75.6973;-61.0376
-19.9835;55.8881
26.6888;63.2187
79.8091;-33.9618
-99.4294;-54.9751
37.3071;64.5875
86.0496;-35.9431
45.3834;23.4397
-50.9733;65.014
-62.1518;-33.5193
-28.4273;-48.7165
20.5797;81.6026
-43.8932;-89.539
-3.23064;6.55134
-51.1958;-48.4933
58.6569;18.6011
45.0424;-38.91
56.4083;48.1625
81.2321;6.60923
9.147;61.6745
-58.121;-86.2154
94.5663;-23.0003
98.1232;20.4874
-65.9507;92.4276
87.9035;58.1155
-25.9887;31.7514
-11.3224;-3.47744
65.1234;-78.7641
5.93982;0.530427
-42.4986;73.9028
-40.0219;85.4752
-18.198;61.6015
28.4653;-89.3072
68.9118;39.8992
-81.9295;75.057
55.3188;98.7314
56.0166;96.4003
-79.3074;31.7064
33.8923;-5.80041
80.2684;34.0173
81.6633;-2.81129
-81.5198;25.1346
66.6859;-78.2842
-36.2673;75.1642
54.4629;-88.3198
55.5893;-68.135
-43.2364;22.5612
8.41849;56.0185
-0.107986;4.79531
-37.0792;-48.9822
-61.1121;-84.7605
-94.6896;-36.6528
-97.075;95.3469
-30.9811;-98.0447
41.4927;-3.27149
-97.8531;44.9389
37.7215;-24.5353
11.3935;-92.6583
80.0742;23.2068
-71.2539;62.9875
-91.4618;-60.4107
-88.6581;-84.7203
28.2103;37.8275
92.1695;81.0509
-85.4557;-72.9531
-89.6974;-78.5646
6.41931;-68.2663
-31.3452;-21.4873
10.7209;58.9663
11.891;42.1552
1.83142;14.2563
-54.27;-21.9726
-99.9233;84.6935
31.4078;-43.4336
-21.4419;23.4344
-65.4624;-0.393026
57.8806;-92.881
-65.1245;-3.01846
62.8636;43.7403
-49.6897;85.2814
15.9172;-31.2128
66.5984;56.5115
21.9101;-28.9147
2.96447;50.5249
-70.5023;12.5019
41.0121;-68.0007
-48.2489;69.2444
-71.2708;76.2277
29.89;38.3086
-29.0755;-39.576
-18.2311;-95.6477
-98.6318;74.7896
-82.3992;7.97378
-90.1603;-53.5088
-68.7006;-5.60299
-27.2537;9.22325
-65.6534;-11.8958
72.7745;75.5874
-77.1553;52.3594
47.0874;-66.5578
-68.8654;25.6333
7.31268;78.1261
-57.8068;24.815
84.0508;-6.21725
-23.6324;-15.8506
95.2287;-74.8941
-11.5661;42.3032
37.7325;-40.4365
20.0671;51.3117
-4.1051;-36.2972
8.43591;-53.8969
24.1922;20.2655
-75.7525;71.2643
50.4693;81.8048
-1.41067;6.87234
92.413;-86.3002
-13.0256;-50.9557
76.6194;-2.13222
1.55697;-14.8371
55.7096;1.45074
-47.8082;23.0997
-92.675;87.9713
-70.9801;-18.8734
-54.9729;-5.32817
-21.6773;31.7623
-4.87862;72.8987
89.8067;62.9725
-53.156;13.233
53.7712;-24.6281
25.9521;-47.4882
-15.965;91.2567
-82.2023;81.343
75.9657;34.693
